CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
SCIl-12738,Female,0,Yes,No,6,Yes,No,Month-to-month,33.44,182.71,Yes
hsPP-70460,Male,0,No,Yes,10,Yes,Fiber optic,One year,117.92,1162.09,No
EzHC-08271,Male,0,No,No,20,Yes,Fiber optic,One year,84.67,1714.22,Yes
gOPY-96606,Male,1,No,Yes,4,No,No,Two year,20.4,49.76,Yes
Fqzh-98772,Male,1,Yes,Yes,59,Yes,Fiber optic,Two year,113.06,6698.67,No
LzbQ-56439,Male,0,Yes,Yes,14,Yes,DSL,Two year,48.74,704.92,No
vVfR-39444,Male,0,No,No,44,No,DSL,Month-to-month,55.38,2418.62,Yes
pWHl-28572,Male,1,Yes,No,25,No,No,One year,24.75,596.16,No
IoLf-60935,Male,1,Yes,Yes,40,Yes,DSL,Two year,69.32,2743.71,No
xsyt-13590,Male,1,Yes,No,32,No,No,One year,22.78,735.95,No
seWF-66773,Male,1,Yes,No,14,No,DSL,Two year,55.35,815.82,No
eojw-64350,Female,0,Yes,Yes,19,No,No,Month-to-month,22.17,456.56,Yes
fKJN-24855,Female,0,No,Yes,22,No,Fiber optic,Two year,72.59,1637.5,No
vCBg-77614,Female,1,No,Yes,11,Yes,DSL,Two year,57.42,616.37,Yes
RYLn-18350,Female,0,No,Yes,50,No,DSL,Two year,53.89,2656.23,No
hrlY-60309,Female,1,Yes,No,48,No,DSL,Two year,48.29,2358.24,Yes
gnJV-16504,Male,0,No,Yes,17,Yes,No,Two year,21.33,374.73,No
IyoA-18850,Male,1,No,No,21,No,Fiber optic,One year,97.14,2005.87,No
azNt-47620,Male,0,No,No,6,Yes,DSL,Two year,58.71,317.03,Yes
Wnhy-60051,Female,1,Yes,Yes,35,Yes,No,One year,28.63,1005.27,No
jOdu-58137,Male,1,Yes,Yes,3,Yes,Fiber optic,Month-to-month,93.28,250.68,No
QFMG-57559,Male,0,No,No,20,No,Fiber optic,Month-to-month,82.25,1635.94,No
LTKg-34919,Male,1,No,No,35,No,No,Month-to-month,20.08,727.43,Yes
TNwU-26100,Female,1,Yes,No,16,Yes,Fiber optic,Two year,87.97,1429.31,No
UMgI-86224,Male,0,Yes,Yes,53,No,No,Month-to-month,21.88,1162.63,Yes
yJlY-28944,Male,0,Yes,Yes,2,Yes,DSL,Two year,68.48,99.63,No
zpJB-25263,Male,1,Yes,Yes,27,Yes,DSL,One year,58.93,1550.17,Yes
koJg-83085,Male,1,Yes,Yes,20,No,No,Two year,22.62,493.56,No
JtdX-49147,Male,0,No,Yes,15,No,No,Two year,20.18,277.55,No
exnx-56318,Female,1,No,Yes,9,No,No,Two year,20.12,226.55,Yes
RpWH-50792,Female,0,Yes,Yes,39,Yes,No,One year,26.56,1074.75,No
EAlF-14108,Female,0,No,No,3,Yes,DSL,Two year,56.1,142.2,No
sJZD-28232,Female,0,No,Yes,7,Yes,Fiber optic,Month-to-month,112.4,790.88,No
VIRY-16594,Female,1,No,No,41,Yes,Fiber optic,Two year,85.52,3458.96,No
PzDj-17579,Male,1,Yes,No,33,Yes,DSL,One year,46.52,1516.79,No
AEyX-12556,Female,1,Yes,No,29,Yes,DSL,Month-to-month,76.81,2226.18,No
tmoj-21074,Male,1,No,No,10,Yes,No,Month-to-month,27.99,284.66,Yes
YNxZ-56696,Male,1,Yes,No,30,No,DSL,Two year,66.52,2036.28,No
NUaf-29218,Male,0,Yes,No,41,Yes,No,Two year,30.27,1251.56,No
VeIi-61148,Male,0,No,No,11,No,DSL,Month-to-month,40.67,489.44,Yes
ZJMM-80146,Female,1,Yes,No,30,Yes,Fiber optic,One year,89.3,2629.34,No
zrjF-83975,Female,1,No,No,62,Yes,No,Two year,29.24,1778.51,No
vpEG-92882,Female,0,No,No,24,No,No,One year,21.08,476.35,No
Pfvu-40267,Female,1,Yes,Yes,64,Yes,No,Month-to-month,22.02,1433.38,No
OvYk-76065,Female,0,No,No,62,No,DSL,One year,67.21,4153.18,No
vcDQ-65146,Female,1,No,No,14,Yes,Fiber optic,Two year,108.55,1527.96,Yes
ZQMr-16232,Female,1,Yes,No,40,No,DSL,Month-to-month,51.98,2032.4,No
evak-33067,Male,0,Yes,No,10,Yes,DSL,Month-to-month,70.17,668.59,Yes
GpDh-95056,Female,0,No,Yes,10,No,No,One year,20.88,253.72,Yes
GUat-06149,Female,1,No,No,72,No,No,One year,19.38,1395.24,No
ztZM-20441,Female,0,No,Yes,72,No,DSL,One year,57.03,4132.48,No
QmGW-06865,Male,0,No,No,5,No,No,One year,23.97,93.41,Yes
SJnA-42170,Male,0,No,No,23,Yes,No,One year,22.73,551.43,No
SzUL-00710,Female,0,No,No,42,Yes,Fiber optic,Two year,103.79,4369.82,Yes
PoIw-40564,Female,1,Yes,No,7,No,DSL,Two year,50.99,346.13,Yes
PWgs-14089,Male,0,No,Yes,66,Yes,No,Two year,24.9,1610.53,Yes
lPkP-47318,Male,1,Yes,No,51,Yes,Fiber optic,Month-to-month,88.58,4547.17,Yes
tFyp-75508,Female,0,No,Yes,65,No,DSL,Two year,51.3,3353.09,No
XXnV-32031,Male,1,No,No,65,No,DSL,One year,64.55,4225.02,No
GlvJ-94137,Female,1,Yes,No,48,Yes,No,One year,29.32,1361.64,Yes
uVcx-65141,Female,0,Yes,Yes,27,No,DSL,One year,51.54,1401.91,No
eGGC-26822,Female,1,No,No,61,No,Fiber optic,Month-to-month,102.97,6256.99,Yes
ZUcL-78201,Male,0,Yes,No,43,Yes,DSL,Two year,46.98,1992.06,No
XNni-31106,Female,1,Yes,Yes,55,Yes,No,Two year,23.03,1227.82,Yes
ASxo-36783,Female,0,Yes,Yes,26,No,Fiber optic,Two year,93.47,2434.24,Yes
EWxC-69265,Male,0,No,No,5,Yes,No,Two year,20.1,104.42,Yes
EIjg-05439,Female,0,No,No,47,No,DSL,One year,46.7,2212.94,No
VQrD-19592,Male,0,Yes,No,46,No,Fiber optic,Two year,96.45,4404.92,No
Eltz-74062,Female,1,No,No,57,Yes,DSL,One year,52.87,2972.87,Yes
zXsP-31964,Female,0,No,No,45,No,Fiber optic,One year,103.13,4610.19,No
Kfex-94865,Female,1,No,No,48,Yes,Fiber optic,One year,100.82,4817.81,No
aKxB-15558,Female,1,Yes,Yes,56,No,DSL,Month-to-month,68.7,3802.61,No
OKfO-36410,Male,1,Yes,No,55,No,No,One year,22.32,1261.04,Yes
qTOJ-15473,Male,0,No,No,28,Yes,Fiber optic,Two year,77.81,2174.38,Yes
rAWM-83980,Male,1,No,No,1,No,No,Month-to-month,20.02,52.12,Yes
QAcW-79521,Male,0,Yes,No,56,Yes,No,Two year,33.67,1891.81,Yes
SnIZ-82555,Male,1,Yes,Yes,55,Yes,DSL,Month-to-month,47.55,2663.82,No
xZXv-57512,Male,1,Yes,No,59,Yes,DSL,One year,52.44,3055.03,No
ISaz-92388,Female,1,No,No,19,Yes,Fiber optic,One year,96.74,1863.15,No
xEEg-73049,Male,1,No,No,7,No,No,Month-to-month,23.69,212.23,No
kvbO-15099,Male,1,Yes,Yes,6,Yes,No,One year,26.07,152.82,Yes
HXdM-53372,Male,1,Yes,No,5,No,Fiber optic,Month-to-month,100.94,504.13,Yes
Fggh-97497,Female,1,No,No,45,Yes,Fiber optic,Month-to-month,101.26,4584.16,No
XTTO-47056,Male,0,Yes,No,11,No,No,One year,24.19,243.28,Yes
ofKm-60834,Male,1,No,Yes,1,Yes,DSL,Month-to-month,62.85,77.18,No
sBLx-70361,Male,0,No,No,16,Yes,Fiber optic,One year,88.79,1386.99,Yes
VeEY-60753,Female,1,Yes,No,58,Yes,No,Month-to-month,32.74,1931.85,No
twRm-28814,Female,0,Yes,No,44,Yes,DSL,One year,64.84,2831.26,Yes
KDLu-92669,Female,0,No,Yes,16,Yes,DSL,Two year,45.56,695.85,Yes
Zyyu-20562,Female,1,No,No,27,No,Fiber optic,Two year,73.3,2003.86,No
mySm-04863,Female,1,Yes,No,4,No,DSL,Two year,51.58,221.88,No
YzAR-96194,Female,1,No,No,31,Yes,No,Two year,33.46,1045.48,Yes
lQCG-58115,Female,1,Yes,Yes,29,No,Fiber optic,One year,77.66,2256.54,Yes
zDij-15286,Female,1,No,No,68,Yes,No,Month-to-month,26.36,1773.32,No
QqkA-39586,Male,1,Yes,No,12,Yes,No,One year,22.77,264.76,No
RvTP-40566,Male,1,Yes,No,12,Yes,DSL,One year,56.92,685.86,Yes
hIDH-71817,Female,1,Yes,Yes,6,Yes,No,Two year,24.6,171.48,No
TeFL-96042,Female,0,No,Yes,6,Yes,Fiber optic,One year,110.74,696.21,No
Mjwy-46038,Female,1,Yes,Yes,18,No,Fiber optic,Two year,75.97,1380.33,No
ihtZ-18229,Male,1,No,No,59,Yes,Fiber optic,One year,106.81,6348.28,No
yAaj-23131,Female,0,Yes,Yes,58,No,Fiber optic,Month-to-month,103.95,6072.63,Yes
xnbz-15957,Male,1,No,Yes,28,Yes,DSL,One year,46.74,1283.76,No
vKgw-95087,Female,0,No,Yes,18,Yes,DSL,Month-to-month,54.98,997.0,No
zXXb-09914,Female,0,Yes,Yes,1,Yes,No,One year,28.67,28.67,No
roqb-58932,Female,1,No,Yes,30,Yes,Fiber optic,Two year,109.39,3321.62,No
pESS-17069,Female,1,Yes,No,3,Yes,Fiber optic,Month-to-month,100.63,294.36,No
lXKh-21282,Female,0,Yes,Yes,52,No,DSL,Month-to-month,53.95,2816.71,Yes
tBvq-61604,Male,1,Yes,Yes,48,No,No,Two year,20.82,1029.12,No
xpLn-44330,Male,0,No,Yes,69,No,No,Two year,22.54,1554.38,No
hlvN-59235,Female,1,Yes,Yes,34,No,Fiber optic,One year,109.48,3747.41,Yes
YPHk-36190,Female,1,Yes,Yes,55,No,Fiber optic,Two year,107.35,5891.59,No
Rmbu-08810,Male,1,No,No,62,Yes,No,Month-to-month,28.49,1812.92,No
GMDP-22613,Male,1,No,No,42,No,Fiber optic,Month-to-month,79.79,3365.6,No
sHlE-81404,Male,1,No,No,32,No,Fiber optic,One year,103.84,3309.11,No
bDBA-59396,Male,1,No,Yes,72,Yes,DSL,One year,57.59,4133.57,Yes
dsmv-22843,Male,1,Yes,No,23,No,No,Month-to-month,20.38,431.22,Yes
oRSX-24964,Male,0,Yes,No,42,Yes,Fiber optic,One year,101.53,4310.39,No
uPfg-06461,Male,1,No,Yes,22,No,Fiber optic,Two year,79.84,1803.3,Yes
YBED-61071,Male,1,No,No,51,No,No,Two year,23.89,1241.84,Yes
ZniI-08047,Female,1,Yes,No,63,No,Fiber optic,One year,74.66,4741.02,No
QLzd-34222,Male,0,No,No,14,No,No,Two year,22.96,274.76,No
MigG-39553,Female,1,Yes,Yes,6,Yes,No,One year,24.06,179.73,Yes
qquu-62764,Male,0,No,No,8,No,Fiber optic,Two year,108.3,887.53,No
YbhJ-00454,Female,1,Yes,No,11,No,DSL,One year,42.21,424.25,No
DWOy-58794,Female,1,Yes,No,37,No,Fiber optic,Month-to-month,112.89,4188.32,No
JLwu-36263,Male,0,No,No,3,No,DSL,Month-to-month,52.81,146.66,No
dhPS-39284,Male,0,No,No,20,Yes,No,Two year,21.92,415.07,Yes
qCtQ-23575,Male,1,No,Yes,18,Yes,No,Month-to-month,27.78,491.22,No
EhqI-00299,Female,0,No,No,49,Yes,DSL,Two year,75.29,3730.82,No
cKhH-54349,Male,0,Yes,No,50,No,Fiber optic,Month-to-month,70.57,3497.75,No
GVXn-83997,Female,0,Yes,No,61,Yes,No,Two year,31.77,1897.6,No
PLpc-34293,Male,0,Yes,Yes,38,No,No,Month-to-month,20.97,798.27,No
zwYv-91547,Female,1,Yes,No,61,No,Fiber optic,Two year,102.0,6239.66,No
sVMU-34334,Female,1,No,Yes,24,No,Fiber optic,Two year,73.04,1778.62,No
HWKu-88597,Male,0,Yes,No,31,Yes,DSL,Month-to-month,57.29,1759.84,No
JOSE-10681,Female,0,No,No,67,Yes,DSL,One year,72.59,4867.65,No
DLuV-06316,Male,0,Yes,No,8,Yes,No,One year,32.01,283.31,No
LPAN-54081,Female,0,No,Yes,61,Yes,No,Two year,29.15,1760.93,No
rHPk-60174,Male,0,Yes,No,11,Yes,Fiber optic,Month-to-month,112.88,1248.17,No
RboR-44533,Female,0,No,No,49,No,No,Two year,23.5,1155.59,No
fFyc-25897,Male,1,Yes,Yes,4,Yes,Fiber optic,Two year,99.61,443.64,No
ncum-43794,Female,1,Yes,No,55,No,Fiber optic,One year,95.82,5314.28,No
eehq-90993,Female,0,No,No,49,Yes,Fiber optic,One year,110.07,5349.54,No
ybSB-89599,Female,1,Yes,Yes,32,Yes,DSL,Two year,58.03,1857.87,Yes
gPtr-72668,Female,1,No,Yes,20,No,No,One year,23.52,517.59,Yes
kfnC-04706,Male,0,No,No,53,Yes,No,One year,34.62,1867.24,No
LGCj-10311,Male,0,No,No,20,Yes,Fiber optic,One year,95.46,1946.84,No
ydsh-34450,Male,1,Yes,No,24,No,No,One year,20.21,438.01,No
pZmn-26310,Female,0,No,No,27,No,Fiber optic,Month-to-month,98.37,2609.67,Yes
WZcd-31366,Male,1,Yes,No,25,Yes,DSL,Two year,62.01,1596.32,No
dzAj-85199,Male,1,No,Yes,60,Yes,DSL,Month-to-month,70.61,4189.58,Yes
qUkO-04619,Male,0,No,Yes,54,Yes,Fiber optic,Month-to-month,95.25,5137.62,Yes
ldZM-17691,Male,0,Yes,No,72,No,DSL,Month-to-month,55.88,3974.99,No
yRfy-03281,Male,0,Yes,No,71,No,No,Month-to-month,23.92,1670.48,No
flSs-09481,Male,0,Yes,No,15,Yes,DSL,Month-to-month,61.11,955.72,Yes
jHYz-51559,Female,0,Yes,Yes,19,Yes,Fiber optic,Two year,78.45,1467.8,Yes
gmae-66509,Female,1,Yes,Yes,63,No,Fiber optic,Two year,81.77,5135.72,No
oUuv-25227,Male,0,Yes,No,31,Yes,No,Two year,28.99,911.99,No
KDRa-44364,Female,1,No,No,3,Yes,Fiber optic,Two year,87.93,273.43,Yes
